Date,Value,,,,,,,,,,,,,,,,,,,,,,,
01-06-2004,242.58,,,,,,,,,,,,,,,,,,,,,,,
01-07-2004,200.39,,,,,,,,,,,,,,,,,,,,,,,
01-08-2004,210.94,,,,,,,,,,,,,,,,,,,,,,,
01-09-2004,89.65,,,,,,,,,,,,,,,,,,,,,,,
01-10-2004,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-11-2004,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2004,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2005,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-02-2005,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-03-2005,10.55,,,,,,,,,,,,,,,,,,,,,,,
01-04-2005,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-2005,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-06-2005,73.83,,,,,,,,,,,,,,,,,,,,,,,
01-07-2005,300.59,,,,,,,,,,,,,,,,,,,,,,,
01-08-2005,184.57,,,,,,,,,,,,,,,,,,,,,,,
01-09-2005,105.47,,,,,,,,,,,,,,,,,,,,,,,
01-10-2005,42.19,,,,,,,,,,,,,,,,,,,,,,,
01-11-2005,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2005,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2006,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2006,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2006,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-04-2006,10.55,,,,,,,,,,,,,,,,,,,,,,,
01-05-2006,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-06-2006,279.49,,,,,,,,,,,,,,,,,,,,,,,
01-07-2006,348.05,,,,,,,,,,,,,,,,,,,,,,,
01-08-2006,205.66,,,,,,,,,,,,,,,,,,,,,,,
01-09-2006,210.94,,,,,,,,,,,,,,,,,,,,,,,
01-10-2006,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-11-2006,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-12-2006,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2007,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2007,47.46,,,,,,,,,,,,,,,,,,,,,,,
01-03-2007,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-04-2007,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-05-2007,47.46,,,,,,,,,,,,,,,,,,,,,,,
01-06-2007,89.65,,,,,,,,,,,,,,,,,,,,,,,
01-07-2007,437.7,,,,,,,,,,,,,,,,,,,,,,,
01-08-2007,263.67,,,,,,,,,,,,,,,,,,,,,,,
01-09-2007,258.4,,,,,,,,,,,,,,,,,,,,,,,
01-10-2007,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-11-2007,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2007,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2008,47.46,,,,,,,,,,,,,,,,,,,,,,,
01-02-2008,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-03-2008,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-2008,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-05-2008,47.46,,,,,,,,,,,,,,,,,,,,,,,
01-06-2008,416.6,,,,,,,,,,,,,,,,,,,,,,,
01-07-2008,316.41,,,,,,,,,,,,,,,,,,,,,,,
01-08-2008,326.95,,,,,,,,,,,,,,,,,,,,,,,
01-09-2008,126.56,,,,,,,,,,,,,,,,,,,,,,,
01-10-2008,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-11-2008,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2008,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2009,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2009,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2009,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-2009,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-2009,47.46,,,,,,,,,,,,,,,,,,,,,,,
01-06-2009,63.28,,,,,,,,,,,,,,,,,,,,,,,
01-07-2009,189.84,,,,,,,,,,,,,,,,,,,,,,,
01-08-2009,216.21,,,,,,,,,,,,,,,,,,,,,,,
01-09-2009,179.3,,,,,,,,,,,,,,,,,,,,,,,
01-10-2009,58.01,,,,,,,,,,,,,,,,,,,,,,,
01-11-2009,10.55,,,,,,,,,,,,,,,,,,,,,,,
01-12-2009,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-01-2010,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2010,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2010,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-2010,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-2010,42.19,,,,,,,,,,,,,,,,,,,,,,,
01-06-2010,63.28,,,,,,,,,,,,,,,,,,,,,,,
01-07-2010,200.39,,,,,,,,,,,,,,,,,,,,,,,
01-08-2010,195.12,,,,,,,,,,,,,,,,,,,,,,,
01-09-2010,105.47,,,,,,,,,,,,,,,,,,,,,,,
01-10-2010,79.1,,,,,,,,,,,,,,,,,,,,,,,
01-11-2010,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2010,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-01-2011,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2011,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2011,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-04-2011,31.64,,,,,,,,,,,,,,,,,,,,,,,
01-05-2011,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-06-2011,321.68,,,,,,,,,,,,,,,,,,,,,,,
01-07-2011,126.56,,,,,,,,,,,,,,,,,,,,,,,
01-08-2011,268.95,,,,,,,,,,,,,,,,,,,,,,,
